126	184423	l	0	1	8	1016	9	177	32	759.907
127	757773	f	1	2	58	2060	1	13	2	118.062
128	274191	e	0	3	85	3165	8	148	30	692.843
129	604049	t	1	1	31	895	2	21	4	440.586
130	923595	e	0	2	58	2005	1	12	1	444.893
131	310178	u	1	2	56	2160	3	43	10	925.102
132	185512	h	0	1	27	1556	2	23	4	990.972
133	264889	s	0	3	77	2858	10	197	37	973.998
134	976300	j	0	1	8	549	1	2	2	355.875
135	192668	t	1	3	80	3378	1	1	1	940.661
136	682416	i	0	2	60	2086	1	12	1	221.701
137	126579	o	0	1	49	1304	3	57	10	64.5321
138	590845	u	1	1	50	694	2	36	7	440.349
139	953388	i	1	3	77	2620	3	41	11	824.482
140	75296	x	1	2	52	2414	1	20	0	793.8
141	395474	u	1	3	97	2779	1	5	1	819.078
142	252073	q	1	3	76	3416	3	48	11	781.08
143	608180	v	1	1	45	1488	2	31	6	959.548
144	122779	e	0	1	20	1627	8	152	30	505.196
145	833817	e	0	2	52	2358	1	1	2	348.333
146	427291	c	1	2	56	2394	1	19	3	80.8273
147	463868	y	1	2	54	2393	6	109	23	196.374
148	456287	j	0	1	38	957	1	10	3	951.526
149	290746	p	0	2	52	2172	10	185	37	808.131
150	256996	h	1	1	32	559	3	47	8	895.111
151	128153	a	0	2	55	2035	1	20	0	419.746
152	663142	g	1	3	80	2663	9	162	32	265.561
153	286429	e	1	1	25	385	1	8	2	913.527
154	643057	h	0	2	53	2141	1	3	1	660.545
155	773088	i	1	1	10	889	2	34	4	22.274
156	358494	u	0	2	59	2205	1	7	1	185.444
157	751013	l	0	3	94	3980	3	43	10	808.8
158	509148	r	0	3	74	3907	2	36	4	369.542
159	885508	s	1	3	78	2830	2	37	6	41.9974
160	850798	e	0	3	64	3597	2	29	7	110.578
161	481803	p	1	3	74	2634	3	43	11	723.218
162	130779	h	1	2	56	2224	1	19	3	375.912
163	944620	e	1	1	36	1352	3	55	10	748.969
164	916367	u	0	2	59	2026	1	2	2	927.105
165	857457	p	1	1	43	863	1	1	1	600.374
166	481521	e	0	3	69	3984	3	46	11	78.2725
167	525714	s	1	1	2	733	9	161	32	434.886
168	134463	t	1	2	59	2001	3	52	11	442.769
169	619696	e	0	3	82	3710	2	38	6	997.443
170	30564	o	0	2	52	2201	3	45	8	271.007
171	820373	o	1	1	20	622	1	7	1	322.82
172	637510	s	1	2	53	2165	2	39	6	530.506
173	221209	n	1	2	55	2086	2	30	7	117.23
174	277794	a	0	2	59	2359	3	44	9	566.686
175	294741	v	1	3	91	3537	1	18	1	189.328
176	36370	i	1	2	54	2277	1	10	0	428.649
177	308480	d	1	2	52	2023	3	58	8	398.568
178	735904	v	0	2	52	2481	1	16	1	543.916
179	597947	d	1	2	59	2378	2	33	5	910.927
180	953477	h	1	1	46	309	9	173	32	164.732
181	649800	q	1	2	54	2196	5	93	18	856.609
182	24064	j	1	3	100	3081	2	38	7	663.402
183	801004	t	1	3	89	3528	1	11	0	288.243
184	503883	e	0	2	58	2232	7	133	24	540.737
185	163262	w	0	3	78	3626	1	18	0	404.726
186	232876	h	1	2	56	2010	3	43	9	518.071
187	226956	g	1	2	58	2076	2	30	4	750.417
188	257800	q	1	3	98	3957	3	59	8	947.588
189	115828	y	0	3	71	3157	3	56	10	124.344
190	844532	c	1	3	70	3083	3	46	9	443.683
191	986928	c	0	2	57	2275	3	47	11	192.481
192	29757	b	1	2	52	2163	1	16	1	341.22
193	880940	e	0	3	61	3257	1	6	1	78.824
194	794593	c	1	3	90	3695	1	1	1	317.25
195	13863	l	1	3	69	3034	2	33	5	640.454
196	104050	f	1	2	59	2468	1	6	2	835.112
197	734605	w	0	1	14	1583	1	15	2	973.489
198	431134	x	0	1	49	440	1	8	2	460.292
199	133876	b	0	2	58	2069	3	57	10	711.522
200	543606	x	0	3	81	3512	3	55	9	179.491
201	700054	y	0	2	52	2205	2	27	5	594.271
202	912874	t	0	3	100	3662	1	10	1	701.969
203	995627	g	1	2	55	2180	5	86	17	87.3998
204	929001	h	1	2	59	2421	2	38	5	382.273
205	858976	f	1	2	60	2132	1	8	1	376.137
206	727512	s	0	2	59	2019	1	8	3	429.607
207	412526	z	1	3	87	3549	2	21	5	256.294
208	538183	e	0	2	54	2255	3	42	9	476.58
209	875580	t	1	3	95	3488	3	56	10	255.445
210	265147	v	0	1	42	467	2	40	4	760.631
211	918339	q	1	2	53	2295	2	31	5	331.618
212	501183	h	1	3	99	3138	1	16	1	760.445
213	806246	o	0	3	87	2831	1	9	2	179.09
214	968085	y	0	2	54	2191	1	14	1	479.434
215	848390	e	0	1	9	415	1	16	2	348.734
216	172408	s	1	3	73	3501	5	82	16	479.729
217	811842	m	0	1	1	496	3	41	11	844.568
218	655943	n	0	1	24	822	2	26	7	559.395
219	746900	m	0	2	57	2186	3	57	11	114.802
220	485357	x	1	3	87	2866	2	36	7	883.014
221	819992	t	0	3	66	3201	3	52	9	482.621
222	407507	b	1	3	63	3167	2	36	7	537.288
223	192539	b	1	1	32	1009	2	21	7	851.124
224	844195	v	0	1	38	258	3	57	9	180.021
225	613091	q	1	3	80	3133	1	8	3	794.735
226	103318	o	0	1	31	501	2	31	4	783.64
227	645181	d	1	2	51	2309	2	39	7	892.311
228	75841	c	0	2	56	2203	2	34	5	231.413
229	352725	b	1	2	60	2182	3	49	9	196.228
230	5812	s	0	2	57	2132	1	11	3	932.342
231	872774	v	1	2	51	2283	2	39	7	169.353
232	310964	m	1	3	82	2867	3	41	10	614.037
233	124523	h	1	1	25	583	3	42	9	55.248
234	552866	x	1	2	58	2398	2	38	4	672.395
235	939002	a	0	2	59	2478	3	54	11	919.75
236	236581	k	1	2	58	2356	7	125	27	456.35
237	878173	q	0	2	57	2068	10	183	37	127.662
238	622698	b	0	2	53	2109	1	4	0	782.488
239	268601	p	1	1	12	1861	3	59	8	677.691
240	947877	z	0	2	59	2479	6	110	21	751.869
241	654761	m	0	2	51	2204	3	46	9	614.168
242	321439	v	0	2	60	2334	2	24	6	893.989
243	270532	i	0	1	42	695	1	17	2	756.362
244	174435	d	0	2	58	2276	1	7	3	27.9447
245	665945	m	0	1	3	714	1	19	3	578.594
246	422634	j	0	3	79	3356	1	12	3	864.109
247	72311	c	0	3	80	3932	1	12	0	613.18
248	724191	z	1	3	83	3466	3	46	8	559.346
249	934335	k	1	2	57	2076	2	28	6	559.574
250	765663	r	0	2	51	2326	2	31	4	54.5461
251	756180	f	1	1	36	1227	3	42	11	70.3432
252	257602	i	0	3	64	3782	2	25	6	615.138
253	627281	b	0	3	75	3949	3	44	11	873.344
254	290376	k	1	1	21	1371	1	12	2	149.278
255	910433	h	1	2	54	2394	3	43	9	870.75
256	689908	u	0	1	6	1254	3	53	10	66.7782
257	341799	k	0	1	10	1802	3	56	8	770.801
258	850783	f	0	1	38	430	1	14	3	300.845
259	304766	y	1	3	64	3811	2	33	6	996.349
260	630269	t	0	2	54	2171	6	117	23	452.305
261	892061	g	1	1	34	511	2	29	6	944.511
262	392457	q	0	2	58	2025	1	12	2	566.769
263	688195	j	0	2	59	2250	3	41	9	520.679
264	47259	q	1	3	100	3332	2	22	6	421.671
265	16288	a	0	1	40	1213	2	31	4	579.147
266	718490	c	1	2	57	2377	1	13	2	632.884
267	883373	c	1	2	52	2093	1	4	1	216.058
268	282699	r	0	1	30	191	1	15	3	400.994
269	514278	u	1	1	50	1930	5	86	16	584.454
270	919463	e	1	1	21	217	10	183	37	502.134
271	360045	m	0	2	57	2187	3	45	10	16.5954
272	919208	y	1	3	65	2644	3	45	11	890.462
273	986896	d	1	2	57	2302	1	20	3	796.001
274	394744	k	1	2	55	2403	2	34	6	570.339
275	692436	q	0	3	61	3536	2	34	7	394.74
276	397232	s	1	3	89	3876	2	32	5	311.453
277	593410	w	0	2	59	2357	3	55	11	185.793
278	624038	b	0	3	75	2867	7	128	27	378.308
279	220627	s	1	1	38	1816	1	12	0	787.209
280	623031	y	1	1	39	957	3	49	10	981.928
281	256809	j	1	3	100	3427	5	84	17	729.17
282	167141	l	1	2	57	2333	1	13	1	388.19
283	309519	v	0	2	54	2475	2	34	5	755.768
284	194906	e	1	1	39	381	2	22	4	161.244
285	30905	l	1	3	71	2748	2	38	5	972.058
286	376827	v	1	1	27	511	1	2	1	518.083
287	416221	g	1	1	36	483	1	10	1	428.719
288	488540	b	1	3	93	3567	1	2	1	393.418
289	179148	g	1	2	52	2079	3	50	11	16.4892
290	133176	t	0	2	60	2039	3	51	10	428.758
291	128299	x	0	3	74	2967	3	44	10	929.504
292	172971	z	1	2	53	2485	2	36	7	968.353
293	106672	y	1	1	49	685	3	50	8	552.71
294	394266	j	0	3	85	3235	1	5	0	173.804
295	119635	c	0	3	61	3407	1	6	0	982.296
296	455795	r	0	1	37	614	7	131	25	323.101
297	356646	b	0	3	88	2680	3	42	8	718.208
298	920392	o	0	3	88	2896	1	7	1	582.766
299	553187	i	0	1	37	1409	2	32	4	770.134
300	638789	u	0	3	87	2555	3	51	8	735.664
301	296571	o	1	1	19	1229	3	46	9	341.617
302	563149	e	0	3	77	3086	3	55	9	416.229
303	552868	e	1	3	86	3294	7	136	25	687.539
304	461257	n	1	1	21	1669	2	25	5	78.3246
305	401368	u	0	1	35	1230	3	57	8	549.549
306	264403	w	1	3	76	3261	3	58	8	86.5138
307	37948	n	0	2	60	2117	3	52	11	707.103
308	276684	c	1	3	89	3833	2	24	5	188.181
309	766088	u	1	2	56	2386	1	16	1	212.941
310	905733	j	0	1	30	1973	3	44	9	770.294
311	332445	v	0	2	60	2377	2	23	5	532.51
312	891095	h	1	1	33	476	2	37	5	902.4
313	633380	l	1	2	56	2079	1	13	3	91.4527
314	45344	k	0	3	65	2801	9	178	34	855.213
315	563786	b	0	3	65	3466	4	62	15	846.687
316	274533	s	1	3	78	3346	3	50	11	398.111
317	51764	f	1	2	60	2461	3	42	11	821.973
318	903712	d	1	2	58	2402	1	7	2	397.391
319	951633	y	0	2	55	2127	8	147	30	306.96
320	79763	l	1	2	53	2084	3	48	9	485.546
321	576132	a	0	2	55	2213	3	51	11	162.226
322	532726	l	0	3	87	3130	2	27	4	596.22
323	672194	p	1	1	43	1632	4	73	14	707.468
324	418505	z	0	1	7	599	3	42	11	785.2
325	856419	z	1	2	52	2148	2	21	7	327.256
326	199048	t	1	2	56	2307	1	13	0	101.19
327	707380	i	1	3	81	3766	2	37	7	707.748
328	126959	w	1	2	54	2106	2	32	4	117.099
329	75266	b	0	2	54	2174	1	8	3	553.139
330	606085	r	0	1	19	688	9	169	32	179.477
331	463494	z	1	1	35	299	2	40	7	566.798
332	179080	s	0	3	63	2585	2	36	5	328.498
333	64563	p	1	1	11	820	2	39	5	900.492
334	571578	e	1	3	63	3450	1	13	1	655.611
335	861620	g	0	2	52	2130	1	5	2	404.989
336	656356	h	0	1	35	380	2	37	4	812.243
337	368157	b	1	3	77	3640	2	31	5	116.747
338	165536	p	1	2	52	2086	1	5	3	273.95
339	269863	t	0	3	69	2619	2	30	4	271.715
340	716751	l	1	3	94	3392	3	50	10	42.9802
341	368373	x	0	1	48	1502	3	49	8	271.54
342	766852	o	1	2	53	2468	3	44	10	466.028
343	532330	l	1	2	53	2107	3	58	11	229.059
344	788331	m	1	1	38	1990	3	47	11	109.551
345	225544	i	0	1	40	1651	2	23	7	507.966
346	385649	a	1	3	87	3066	3	46	10	795.356
347	546856	y	1	3	74	2897	2	27	4	722.755
348	351391	f	1	2	55	2337	2	29	5	441.425
349	30102	l	0	2	51	2137	6	116	22	765.402
350	110214	o	1	2	56	2214	3	52	10	579.799
351	682912	f	1	2	57	2298	5	86	16	57.6885
352	570351	u	0	2	57	2220	3	41	11	450.29
353	15990	h	0	2	58	2355	1	8	0	674.997
354	674640	w	1	3	82	3487	1	7	3	83.2552
355	269595	t	1	3	69	2575	3	51	11	988.583
356	117564	q	1	3	66	2700	1	18	3	156.352
357	810795	v	0	3	71	2768	2	26	7	321.122
358	97707	z	0	1	2	323	2	32	4	787.618
359	491891	n	1	1	7	644	2	23	4	810.207
360	156131	p	1	1	46	342	1	12	1	219.982
361	237540	y	0	2	51	2435	2	31	6	520.548
362	848323	w	0	1	3	1373	2	38	4	432.162
363	355086	q	0	2	60	2196	3	52	10	249.882
364	771676	j	1	2	54	2105	1	6	1	617.516
365	591234	s	0	2	59	2429	2	27	5	836.437
366	2206	s	1	2	57	2454	2	40	4	70.4057
367	309012	x	1	3	65	2904	2	26	6	128.165
368	63375	x	0	1	26	1898	1	8	3	593.217
369	191157	f	0	3	67	3027	4	68	15	496.117
370	231442	n	1	3	63	3144	2	37	4	198.452
371	387877	r	1	2	55	2197	3	59	8	447.836
372	783248	d	1	3	83	3717	1	15	0	103.692
373	756513	e	1	3	70	2547	1	19	1	899.107
374	297294	a	1	3	77	3183	3	41	8	815.569
375	262020	t	1	1	19	927	3	43	11	20.6318
376	758420	i	1	1	3	221	1	13	0	887.956
377	883143	t	1	2	58	2150	1	2	2	382.922
378	763409	z	1	3	74	3676	2	30	4	379.894
379	871066	d	1	3	85	2707	2	24	6	318.089
380	115822	i	1	2	60	2202	2	28	7	904.39
381	89379	y	1	2	58	2144	3	45	11	654.47
382	672654	r	1	1	39	927	1	19	3	648.47
383	840193	n	1	1	29	1433	2	23	5	674.817
384	643972	p	1	1	41	681	2	23	6	475.617
385	692112	p	0	1	42	13	1	11	2	134.211
386	683786	e	0	2	52	2144	3	52	8	512.941
387	993037	u	0	3	76	3120	2	28	5	304.948
388	253725	f	0	1	15	851	2	28	5	707.716
389	587096	k	1	3	64	3111	2	31	5	1.13655
390	101961	j	1	2	56	2314	2	27	7	775.595
391	423567	a	1	3	91	3695	2	23	5	52.2718
392	532607	n	0	1	39	1105	3	56	8	505.292
393	436752	r	0	2	54	2092	10	194	39	669.736
394	254785	w	1	1	6	1486	2	33	4	173.178
395	601269	k	0	1	26	243	2	38	6	444.403
396	86221	l	1	2	52	2394	3	49	9	695.354
397	818984	s	1	3	100	2928	2	38	6	100.945
398	585443	y	1	1	21	1904	2	23	7	196.165
399	937301	l	0	2	56	2211	1	4	2	115.338
400	484640	q	0	2	52	2094	1	18	1	399.191
401	203329	i	1	1	46	478	2	30	5	165.75
402	752499	b	1	1	23	915	3	53	11	462.55
403	74932	p	1	3	96	2815	3	50	11	732.415
404	706463	d	0	1	23	454	2	28	5	253.803
405	663844	l	1	3	78	3336	1	15	1	716.359
406	840643	a	1	3	93	3609	3	46	8	411.508
407	210146	x	1	3	65	3316	3	58	8	683.874
408	871433	j	0	2	53	2303	2	21	4	97.0101
409	448005	v	0	1	46	1283	3	55	9	756.656
410	116286	z	1	2	53	2133	2	39	4	771.386
411	683747	a	1	1	33	257	2	37	5	173.683
412	96401	a	1	3	88	3055	3	52	11	848.302
413	416233	w	1	3	64	3793	3	49	11	602.069
414	969959	p	0	3	95	2690	2	25	4	431.685
415	330898	g	0	2	55	2397	1	18	1	56.3037
416	295676	q	0	2	54	2157	1	11	2	875.602
417	241286	u	1	1	15	855	8	159	29	948.528
418	902405	j	1	1	30	464	1	10	0	99.4388
419	268539	j	1	1	38	356	1	6	2	987.824
420	363493	f	0	3	90	2669	7	139	26	441.726
421	87259	d	0	1	35	1823	3	43	11	339.279
422	264124	i	1	3	91	2908	1	19	3	961.574
423	177542	n	1	3	80	3455	2	29	7	682.91
424	671068	v	0	2	60	2111	9	162	34	973.814
425	885659	g	0	3	94	2610	2	35	7	196.575
426	838765	k	0	1	22	899	3	41	8	874.222
427	53617	t	0	1	39	941	1	7	2	354.764
428	520297	t	1	2	55	2314	3	52	11	458.124
429	687883	y	1	1	33	1238	3	41	9	139.846
430	399110	b	0	3	73	2831	3	54	10	910.97
431	664480	i	1	1	11	1879	3	49	8	210.249
432	663034	x	0	1	8	131	3	60	10	273.361
433	372386	a	1	1	37	571	2	29	4	725.336
434	717491	e	1	3	82	3670	4	63	15	210.463
435	245523	q	0	2	53	2379	2	33	7	207.706
436	914348	t	1	1	29	861	2	26	4	492.191
437	252355	m	0	2	51	2160	3	59	8	400.307
438	964396	x	1	1	38	1323	1	10	1	522.876
439	976076	g	0	3	84	2654	1	9	3	67.4821
440	170949	k	0	1	9	650	2	30	5	478.985
441	298801	l	0	1	12	1026	3	42	10	867.058
442	645888	n	1	1	18	642	1	4	0	117.941
443	228871	h	0	3	93	2960	3	59	8	855.496
444	321624	l	0	1	6	376	7	125	26	90.7593
445	391489	m	0	1	3	48	2	28	5	398.512
446	795300	i	0	1	4	1142	3	42	11	412.91
447	784266	s	0	2	57	2134	10	189	39	543.453
448	819123	d	0	2	52	2374	1	1	2	274.329
449	651108	v	0	1	3	1780	1	4	2	993.806
450	902637	m	1	2	59	2354	10	185	37	995.025
451	392620	o	1	2	59	2092	3	52	11	425.101
452	676633	u	0	3	65	3053	1	20	3	81.8815
453	181782	u	1	2	53	2397	1	12	1	141.479
454	838462	w	0	1	9	1948	1	4	2	355.146
455	933686	r	1	2	54	2352	3	48	9	963.939
456	916800	w	0	3	71	2815	2	28	7	612.961
457	38253	w	0	1	19	1499	2	29	4	854.302
458	261912	e	0	1	7	861	1	17	2	272.024
459	901189	m	0	2	60	2084	3	45	9	527.424
460	416569	z	1	3	86	2664	3	60	11	708.624
461	835884	n	1	2	54	2210	3	41	11	553.887
462	180713	y	1	2	55	2035	2	28	6	255.385
463	251397	b	1	1	25	900	2	34	7	989.819
464	894242	b	1	1	20	1047	1	8	1	256.592
465	542911	n	1	2	60	2171	1	14	0	542.747
466	949072	m	0	3	99	2562	1	12	1	861.071
467	21233	m	0	2	52	2190	1	12	0	110.06
468	779812	t	0	2	56	2265	3	47	11	451.387
469	457357	s	0	2	56	2434	1	10	1	762.017
470	221854	r	1	2	59	2290	4	74	15	249.627
471	481042	n	1	2	55	2326	3	53	8	800.56
472	14296	p	1	1	37	759	1	20	0	50.247
473	501401	n	1	1	16	1593	1	7	2	753.195
474	940754	b	0	2	55	2038	2	38	4	239.39
475	429200	k	1	2	58	2257	3	43	10	641.119
476	292071	m	0	1	3	884	2	22	5	435.954
477	75937	f	1	1	12	1158	3	51	9	890.447
478	738714	d	1	1	4	377	2	30	6	749.578
479	160365	i	1	1	9	964	2	31	4	936.145
480	794700	g	0	3	69	2878	1	5	0	939.8
481	213377	k	0	2	59	2141	3	41	10	56.8658
482	743309	q	1	3	80	3657	3	56	11	143.708
483	308136	l	1	1	36	269	2	37	4	822.917
484	766416	f	1	2	54	2207	2	28	5	130.285
485	700348	q	0	1	48	874	3	45	9	25.5455
486	342401	j	1	1	50	334	10	194	37	215.703
487	324351	z	0	1	43	1489	1	10	0	809.536
488	863150	c	1	3	90	2804	1	11	1	452.713
489	749847	j	0	1	9	544	3	51	11	182.343
490	636339	a	1	1	50	152	3	41	8	475.815
491	15940	e	1	1	48	195	3	53	8	468.345
492	482088	k	0	1	6	1682	1	20	1	143.846
493	616446	e	1	2	51	2479	3	44	10	145.646
494	869151	o	1	1	16	377	1	18	0	579.819
495	13655	p	0	1	21	1621	8	142	28	179.471
496	368146	z	1	2	60	2285	1	8	0	203.247
497	973270	v	0	3	90	3579	1	20	0	989.518
498	832936	h	1	3	75	3755	1	5	0	295.48
499	132900	q	0	3	76	3634	2	26	6	734.586
500	186877	r	0	2	57	2364	2	37	4	604.834
501	450477	s	0	1	39	1266	1	14	1	957.04
502	979533	i	0	1	8	1284	1	3	2	631.764
503	51000	c	0	2	53	2414	7	121	25	871.956
504	971694	t	0	1	19	704	3	56	10	796.436
505	703547	g	0	3	73	2502	3	48	10	290.379
506	394039	n	1	3	67	2921	1	16	3	288.249
507	606713	i	1	2	58	2184	3	45	9	470.697
508	997059	y	0	1	43	963	1	1	3	644.885
509	581094	x	1	2	54	2169	1	19	1	461.292
510	932348	a	0	1	9	1642	1	20	1	935.212
511	101718	g	1	1	13	1983	1	2	1	957.047
512	90715	u	0	3	86	2765	8	142	31	879.043
513	81513	l	1	2	58	2374	1	9	0	432.783
514	777447	u	0	1	1	1804	3	48	9	910.021
515	721265	c	0	1	5	1794	3	59	9	291.535
516	828448	f	1	3	86	3784	2	39	7	948.678
517	431528	q	1	3	79	3653	4	67	14	847.534
518	498888	p	0	1	5	1829	3	60	11	324.247
519	626083	j	1	1	48	510	2	29	5	987.083
520	904915	g	1	2	55	2058	1	4	2	992.079
521	868161	c	0	3	85	2508	3	52	9	52.956
522	30992	i	1	3	76	2657	1	13	0	287.614
523	936468	v	1	1	17	1525	1	15	1	282.465
524	386169	u	1	2	59	2300	2	31	4	876.677
525	310612	c	0	1	49	1846	3	56	11	539.353
526	911362	b	0	2	55	2398	1	18	2	786.366
527	449218	b	0	3	89	2750	1	1	1	302.513
528	338907	p	0	2	52	2044	3	51	11	231.23
529	290361	w	1	1	25	522	3	57	11	82.3612
530	244915	v	1	3	92	3900	10	187	39	366.908
531	620800	y	1	1	7	1315	1	6	1	704.034
532	693843	k	0	2	56	2066	1	14	2	976.246
533	773054	m	0	1	5	355	2	36	4	509.154
534	344221	m	1	2	57	2263	3	55	8	577.797
535	39808	x	1	2	57	2404	1	1	0	791.608
536	558874	h	1	3	97	3451	3	60	9	659.66
537	902391	p	1	1	48	699	2	22	5	483.326
538	265106	b	1	3	86	3678	1	4	1	854.148
539	670609	g	1	3	78	2894	3	48	9	388.871
540	746834	t	0	3	93	3943	1	7	3	129.424
541	227912	k	1	2	57	2259	3	42	11	203.994
